id,RELEASETIME,FULLTIME,REPAYTIME,ITEM_NAME,ITEM_AMOUNT,ITEM_STATUS,ITEM_INTRODUCTION,LIFE_LOAN,MONEY_RATE,LOAN_TYPE,LOAN_USE,BONDING_COMPANY,DEADLINE,REPAYTYPE,BORROWER_NAME,BORROWER_SEX,BORROWER_AGE,BORROWER_EDUCATION,BORROWER_MARRIAGE,BORROWER_INDUSTRY,BORROWER_CITY,BORROWER_INCOME,BORROWER_HOUSE,BORROWER_CAR,REWARD
"56806","2015-08-24",\N,"2016-05-24","汽车金融-2015-DYZC009-087","1770000",\N,\N,"274天","11.5","","天津市",\N,\N,\N,"性别","地址","男",\N,\N,\N,"",\N,\N,\N,"2"
"56807","2015-08-24",\N,"2016-02-22","汽车金融-2015-SMLD006-149","370000",\N,\N,"182天","11","抵押","个人消费",\N,\N,\N,"陈*","女","46",\N,\N,\N,"北京市",\N,\N,\N,"2"
"56808","2015-08-24",\N,"2016-02-22","汽车金融-2015-SMLD006-147","280000",\N,\N,"182天","11","抵押","个人消费",\N,\N,\N,"金**","女","33",\N,\N,\N,"河北省",\N,\N,\N,"2"
"56809","2015-08-24",\N,"2016-02-22","汽车金融-2015-SMLD006-148","570000",\N,\N,"182天","11","抵押","个人消费",\N,\N,\N,"孙*","女","37",\N,\N,\N,"河北省",\N,\N,\N,"2"
"56810","2015-08-24",\N,"2016-02-22","汽车金融-2015-SMLD006-153","340000",\N,\N,"182天","11","抵押","个人消费",\N,\N,\N,"冷*","女","54",\N,\N,\N,"河北省",\N,\N,\N,"2"
"56811","2015-08-24",\N,"2016-02-22","汽车金融-2015-SMLD006-154","280000",\N,\N,"182天","11","抵押","个人消费",\N,\N,\N,"李*","女","27",\N,\N,\N,"北京市",\N,\N,\N,"2"
"56812","2015-08-23",\N,"2016-02-22","汽车金融-2015-SMLD006-155","540000",\N,\N,"182天","11","抵押","个人消费",\N,\N,\N,"李**","男","31",\N,\N,\N,"河北省",\N,\N,\N,"2"
"56813","2015-08-23",\N,"2016-02-22","汽车金融-2015-SMLD006-156","960000",\N,\N,"183天","11","抵押","个人消费",\N,\N,\N,"刘*","女","46",\N,\N,\N,"河北省",\N,\N,\N,"2"
"56814","2015-08-23",\N,"2016-02-22","汽车金融-2015-SMLD006-157","480000",\N,\N,"183天","11","抵押","个人消费",\N,\N,\N,"罗*","男","31",\N,\N,\N,"北京市",\N,\N,\N,"2"
"56815","2015-08-23",\N,"2016-02-22","汽车金融-2015-SMLD006-160","260000",\N,\N,"183天","11","抵押","个人消费",\N,\N,\N,"田**","男","31",\N,\N,\N,"山东省",\N,\N,\N,"2"
"56816","2015-08-23",\N,"2016-02-22","汽车金融-2015-SMLD006-159","1010000",\N,\N,"183天","11","抵押","个人消费",\N,\N,\N,"孙**","女","48",\N,\N,\N,"北京市",\N,\N,\N,"2"
"56817","2015-08-23",\N,"2016-02-22","汽车金融-2015-SMLD006-162","1160000",\N,\N,"183天","11","","",\N,\N,\N,"性别","地址","男",\N,\N,\N,"",\N,\N,\N,"2"
"56818","2015-08-22",\N,"2016-02-22","汽车金融-2015-DYZC006-151","1760000",\N,\N,"183天","11","","",\N,\N,\N,"性别","地址","男",\N,\N,\N,"",\N,\N,\N,"2"
"56819","2015-08-22",\N,"2016-02-22","汽车金融-2015-DYZC006-152","1760000",\N,\N,"184天","11","","",\N,\N,\N,"性别","地址","男",\N,\N,\N,"",\N,\N,\N,"2"
"56820","2015-08-22",\N,"2016-05-22","汽车金融-2015-DYZC009-086","670000",\N,\N,"274天","11.5","抵押","个人消费",\N,\N,\N,"张**","男","50",\N,\N,\N,"福建省",\N,\N,\N,"2"
"56821","2015-08-22",\N,"2016-02-22","汽车金融-2015-DYZC006-153","1350000",\N,\N,"184天","11","","",\N,\N,\N,"性别","地址","女",\N,\N,\N,"",\N,\N,\N,"2"
"56822","2015-08-22",\N,"2016-05-22","汽车金融-2015-DYZC009-085","1500000",\N,\N,"274天","11.5","","",\N,\N,\N,"性别","地址","男",\N,\N,\N,"",\N,\N,\N,"2"
"56823","2015-08-22",\N,"2016-02-22","汽车金融-2015-DYZC006-154","1300000",\N,\N,"184天","11","","",\N,\N,\N,"性别","地址","男",\N,\N,\N,"",\N,\N,\N,"2"
"56824","2015-08-22",\N,"2016-02-22","汽车金融-2015-SMLD006-161","480000",\N,\N,"184天","11","抵押","个人消费",\N,\N,\N,"吴**","女","32",\N,\N,\N,"福建省",\N,\N,\N,"2"
"56825","2015-08-22",\N,"2016-05-22","汽车金融-2015-DYZC009-084","1100000",\N,\N,"274天","11.5","抵押","个人消费",\N,\N,\N,"候**","男","29",\N,\N,\N,"山西省",\N,\N,\N,"2"
"56826","2015-08-22",\N,"2016-05-22","汽车金融-2015-DYZC009-083","500000",\N,\N,"274天","11.5","抵押","个人消费",\N,\N,\N,"李**","男","45",\N,\N,\N,"天津",\N,\N,\N,"2"
"56827","2015-08-22",\N,"2016-02-22","汽车金融-2015-SMLD006-152","1210000",\N,\N,"184天","11","","",\N,\N,\N,"性别","地址","男",\N,\N,\N,"",\N,\N,\N,"2"
"56828","2015-08-22",\N,"2016-05-22","汽车金融-2015-DYZC009-082","650000",\N,\N,"274天","11.5","抵押","个人消费",\N,\N,\N,"于**","男","44",\N,\N,\N,"天津",\N,\N,\N,"2"
"56829","2015-08-22",\N,"2016-02-22","汽车金融-2015-SMLD006-158","1120000",\N,\N,"184天","11","","",\N,\N,\N,"性别","地址","女",\N,\N,\N,"",\N,\N,\N,"2"
"56830","2015-08-22",\N,"2016-02-22","汽车金融-2015-SMLD006-151","300000",\N,\N,"184天","11","抵押","个人消费",\N,\N,\N,"纪**","男","31",\N,\N,\N,"河北省",\N,\N,\N,"2"
"56831","2015-08-22",\N,"2016-05-22","汽车金融-2015-DYZC009-080","700000",\N,\N,"274天","11.5","抵押","个人消费",\N,\N,\N,"苏*","男","47",\N,\N,\N,"天津",\N,\N,\N,"2"
"56832","2015-08-22",\N,"2016-02-22","汽车金融-2015-SMLD006-150","520000",\N,\N,"184天","11","抵押","个人消费",\N,\N,\N,"陈**","男","31",\N,\N,\N,"北京市",\N,\N,\N,"2"
"56833","2015-08-22",\N,"2016-05-22","汽车金融-2015-DYZC009-081","1450000",\N,\N,"274天","11.5","","",\N,\N,\N,"性别","地址","男",\N,\N,\N,"",\N,\N,\N,"2"
"56834","2015-08-22",\N,"2016-02-22","汽车金融-2015-DYZC006-150","890000",\N,\N,"184天","11","抵押","个人消费",\N,\N,\N,"王**","男","52",\N,\N,\N,"福建",\N,\N,\N,"2"
"56835","2015-08-21",\N,"2016-02-22","汽车金融-2015-DYZC006-149","870000",\N,\N,"184天","11","抵押","个人消费",\N,\N,\N,"李**","男","29",\N,\N,\N,"天津",\N,\N,\N,"2"
"56836","2015-08-21",\N,"2016-05-22","汽车金融-2015-DYZC009-077","1720000",\N,\N,"274天","11.5","","天津市",\N,\N,\N,"性别","地址","女",\N,\N,\N,"",\N,\N,\N,"2"
"56837","2015-08-21",\N,"2016-02-22","汽车金融-2015-DYZC006-148","620000",\N,\N,"185天","11","抵押","个人消费",\N,\N,\N,"张**","男","43",\N,\N,\N,"天津",\N,\N,\N,"2"
"56838","2015-08-21",\N,"2016-02-21","汽车金融-2015-DYZC006-143","330000",\N,\N,"184天","11","抵押","个人消费",\N,\N,\N,"张**","男","33",\N,\N,\N,"福建",\N,\N,\N,"2"
"56839","2015-08-21",\N,"2016-05-22","汽车金融-2015-DYZC009-078","1490000",\N,\N,"275天","11.5","","福建省",\N,\N,\N,"性别","地址","男",\N,\N,\N,"",\N,\N,\N,"2"
"56840","2015-08-21",\N,"2016-02-21","汽车金融-2015-DYZC006-145","350000",\N,\N,"184天","11","抵押","个人消费",\N,\N,\N,"李*","女","39",\N,\N,\N,"天津",\N,\N,\N,"2"
"56841","2015-08-21",\N,"2016-02-21","汽车金融-2015-DYZC006-144","330000",\N,\N,"184天","11","抵押","个人消费",\N,\N,\N,"赵**","男","45",\N,\N,\N,"天津",\N,\N,\N,"2"
"56842","2015-08-21",\N,"2016-05-22","汽车金融-2015-DYZC009-079","720000",\N,\N,"275天","11.5","抵押","个人消费",\N,\N,\N,"阮**","男","39",\N,\N,\N,"天津",\N,\N,\N,"2"
"56843","2015-08-21",\N,"2016-02-22","汽车金融-2015-DYZC006-146","420000",\N,\N,"185天","11","抵押","个人消费",\N,\N,\N,"陈*","男","37",\N,\N,\N,"天津",\N,\N,\N,"2"
"56844","2015-08-21",\N,"2016-02-22","汽车金融-2015-DYZC006-147","420000",\N,\N,"185天","11","抵押","个人消费",\N,\N,\N,"刘*","男","30",\N,\N,\N,"天津",\N,\N,\N,"2"
"56845","2015-08-21",\N,"2016-05-21","汽车金融-2015-DYZC009-076","1610000",\N,\N,"274天","11.5","","",\N,\N,\N,"性别","地址","男",\N,\N,\N,"",\N,\N,\N,"2"
"56846","2015-08-21",\N,"2016-02-21","汽车金融-2015-DYZC006-142","290000",\N,\N,"184天","11","抵押","个人消费",\N,\N,\N,"方*","男","44",\N,\N,\N,"天津",\N,\N,\N,"2"
"56847","2015-08-21",\N,"2016-02-21","汽车金融-2015-DYZC006-141","290000",\N,\N,"184天","11","抵押","个人消费",\N,\N,\N,"陈**","男","36",\N,\N,\N,"福建",\N,\N,\N,"2"
"56848","2015-08-21",\N,"2016-05-21","汽车金融-2015-DYZC009-075","1100000",\N,\N,"274天","11.5","抵押","个人消费",\N,\N,\N,"付**","男","36",\N,\N,\N,"福建",\N,\N,\N,"2"
"56849","2015-08-21",\N,"2016-02-20","汽车金融-2015-DYZC006-136","590000",\N,\N,"183天","11","抵押","个人消费",\N,\N,\N,"张*","女","37",\N,\N,\N,"河北",\N,\N,\N,"2"
"56850","2015-08-21",\N,"2016-02-21","汽车金融-2015-DYZC006-138","630000",\N,\N,"184天","11","抵押","个人消费",\N,\N,\N,"张**","男","41",\N,\N,\N,"福建",\N,\N,\N,"2"
"56851","2015-08-21",\N,"2016-02-20","汽车金融-2015-DYZC006-137","610000",\N,\N,"183天","11","抵押","个人消费",\N,\N,\N,"魏**","男","32",\N,\N,\N,"天津",\N,\N,\N,"2"
"56852","2015-08-21",\N,"2016-02-21","汽车金融-2015-DYZC006-139","640000",\N,\N,"184天","11","抵押","个人消费",\N,\N,\N,"邱**","男","35",\N,\N,\N,"福建",\N,\N,\N,"2"
"56853","2015-08-21",\N,"2016-02-20","","6000000",\N,\N,"6个月","13","","",\N,\N,\N,"主营业务收入（万元）","净利润（万元）","",\N,\N,\N,"",\N,\N,\N,""
"56854","2015-08-21",\N,"2016-02-21","汽车金融-2015-DYZC006-140","880000",\N,\N,"184天","11","抵押","个人消费",\N,\N,\N,"王**","男","39",\N,\N,\N,"福建",\N,\N,\N,"2"
"56855","2015-08-21",\N,"2016-05-20","汽车金融-2015-DYZC009-074","680000",\N,\N,"273天","11.5","抵押","个人消费",\N,\N,\N,"崔**","男","45",\N,\N,\N,"天津",\N,\N,\N,"2"
