id,RELEASETIME,FULLTIME,REPAYTIME,ITEM_NAME,ITEM_AMOUNT,ITEM_STATUS,ITEM_INTRODUCTION,LIFE_LOAN,MONEY_RATE,LOAN_TYPE,LOAN_USE,BONDING_COMPANY,DEADLINE,REPAYTYPE,BORROWER_NAME,BORROWER_SEX,BORROWER_AGE,BORROWER_EDUCATION,BORROWER_MARRIAGE,BORROWER_INDUSTRY,BORROWER_CITY,BORROWER_INCOME,BORROWER_HOUSE,BORROWER_CAR,REWARD
"56617","08月24日 11:00",\N,"2016-02-26","嘉凯城商业NO.1-27","10000000",\N,"嘉凯城项目主要是为嘉凯城集团城镇化建设发展有限公司消费型城镇商业综合体项目提供便捷低成本的融资服务。
消费型城镇商业，是指位于城市中心最贴近老百姓生活的社区商业或一二线城市周边经济较发达的中心城镇结合部，以“邻里中心”、“形象街”、“特色商业街”、“休闲美食街”等形式存在的商业物业。倡导功能性、强调个性化特色和体验式消费，符合区域消费群体消费现状，满足需求，引导消费趋势，从而为物业持有者创造、提升商业价值，打造最具价值的城镇区域中心。
该项目是嘉凯城集团股份有限公司顺应国家政策，实施战略转型的重要一步。项目团队拥有丰富的开发、招商、运营管理经验及行业资深背景，以及强大的行业供应链资源支撑，项目前景广阔，还款来源有保障。","6个月","9.00",\N,\N,"嘉凯城集团股份有限公司",\N,"一次还本付息",\N,\N,\N,\N,\N,"城镇规划及设计，城镇基础设施及公共配套设",\N,\N,\N,\N,\N
"56618","",\N,"2016-02-25","嘉凯城商业NO.1-26","10000000",\N,"嘉凯城项目主要是为嘉凯城集团城镇化建设发展有限公司消费型城镇商业综合体项目提供便捷低成本的融资服务。
消费型城镇商业，是指位于城市中心最贴近老百姓生活的社区商业或一二线城市周边经济较发达的中心城镇结合部，以“邻里中心”、“形象街”、“特色商业街”、“休闲美食街”等形式存在的商业物业。倡导功能性、强调个性化特色和体验式消费，符合区域消费群体消费现状，满足需求，引导消费趋势，从而为物业持有者创造、提升商业价值，打造最具价值的城镇区域中心。
该项目是嘉凯城集团股份有限公司顺应国家政策，实施战略转型的重要一步。项目团队拥有丰富的开发、招商、运营管理经验及行业资深背景，以及强大的行业供应链资源支撑，项目前景广阔，还款来源有保障。","6个月","9.00",\N,\N,"嘉凯城集团股份有限公司",\N,"一次还本付息",\N,\N,\N,\N,\N,"城镇规划及设计，城镇基础设施及公共配套设",\N,\N,\N,\N,\N
"56619","",\N,"2016-02-24","嘉凯城商业NO.1-25","10000000",\N,"嘉凯城项目主要是为嘉凯城集团城镇化建设发展有限公司消费型城镇商业综合体项目提供便捷低成本的融资服务。
消费型城镇商业，是指位于城市中心最贴近老百姓生活的社区商业或一二线城市周边经济较发达的中心城镇结合部，以“邻里中心”、“形象街”、“特色商业街”、“休闲美食街”等形式存在的商业物业。倡导功能性、强调个性化特色和体验式消费，符合区域消费群体消费现状，满足需求，引导消费趋势，从而为物业持有者创造、提升商业价值，打造最具价值的城镇区域中心。
该项目是嘉凯城集团股份有限公司顺应国家政策，实施战略转型的重要一步。项目团队拥有丰富的开发、招商、运营管理经验及行业资深背景，以及强大的行业供应链资源支撑，项目前景广阔，还款来源有保障。","6个月","9.00",\N,\N,"嘉凯城集团股份有限公司",\N,"一次还本付息",\N,\N,\N,\N,\N,"城镇规划及设计，城镇基础设施及公共配套设",\N,\N,\N,\N,\N
"56620","",\N,"2016-02-24","嘉凯城商业NO.1-24","10000000",\N,"嘉凯城项目主要是为嘉凯城集团城镇化建设发展有限公司消费型城镇商业综合体项目提供便捷低成本的融资服务。
消费型城镇商业，是指位于城市中心最贴近老百姓生活的社区商业或一二线城市周边经济较发达的中心城镇结合部，以“邻里中心”、“形象街”、“特色商业街”、“休闲美食街”等形式存在的商业物业。倡导功能性、强调个性化特色和体验式消费，符合区域消费群体消费现状，满足需求，引导消费趋势，从而为物业持有者创造、提升商业价值，打造最具价值的城镇区域中心。
该项目是嘉凯城集团股份有限公司顺应国家政策，实施战略转型的重要一步。项目团队拥有丰富的开发、招商、运营管理经验及行业资深背景，以及强大的行业供应链资源支撑，项目前景广阔，还款来源有保障。","6个月","9.00",\N,\N,"嘉凯城集团股份有限公司",\N,"一次还本付息",\N,\N,\N,\N,\N,"城镇规划及设计，城镇基础设施及公共配套设",\N,\N,\N,\N,\N
"56621","",\N,"2015-09-19","海宁皮城商圈NO.144","3350000",\N,"海宁皮城商户一般在采购原料、缴纳商铺租金等情况下资金较为紧张。
海宁皮城商圈类项目主要为海宁皮城商圈内信用良好、经营业绩可观的中小商户提供原料采购款和补充经营流动资金。
借款人的企业主要从事皮革服装的生产销售，在本平台融资335万元主要用于补充经营流动资金。借款人的企业生产销售状况良好，还款来源有保障。","304天","7.90",\N,\N,"海宁皮革城担保有限公司",\N,"先息后本（按月付息）",\N,\N,\N,\N,\N,"",\N,\N,\N,\N,\N
"56622","",\N,"2015-09-19","海宁皮城商圈NO.143","1000000",\N,"海宁皮城商户一般在采购原料、缴纳商铺租金等情况下资金较为紧张。
海宁皮城商圈类项目主要为海宁皮城商圈内信用良好、经营业绩可观的中小商户提供原料采购款和补充经营流动资金。
借款人的企业主要从事裘皮服装的生产销售，在本平台融资100万元主要用于购买原材料及补充经营性流动资金。","104天","7.30",\N,\N,"海宁皮革城担保有限公司",\N,"先息后本（按月付息）",\N,\N,\N,\N,\N,"",\N,\N,\N,\N,\N
"56623","",\N,"2015-09-19","海宁皮城商圈NO.142","500000",\N,"海宁皮城商户一般在采购原料、缴纳商铺租金等情况下资金较为紧张。
海宁皮城商圈类项目主要为海宁皮城商圈内信用良好、经营业绩可观的中小商户提供原料采购款和补充经营流动资金。
借款人的企业主要从事光皮、皮毛二体的生产销售，在本平台融资50万元主要用于补充经营流动资金。借款人的企业生产销售状况良好，还款来源有保障。","6个月","7.60",\N,\N,"海宁皮革城担保有限公司",\N,"先息后本（按月付息）",\N,\N,\N,\N,\N,"",\N,\N,\N,\N,\N
"56624","",\N,"2015-09-18","海宁皮城商圈NO.141","500000",\N,"海宁皮城商户一般在采购原料、缴纳商铺租金等情况下资金较为紧张。
海宁皮城商圈类项目主要为海宁皮城商圈内信用良好、经营业绩可观的中小商户提供原料采购款和补充经营流动资金。
借款人的企业主要从事皮加毛女装的生产销售，在本平台融资50万元主要用于原材料的采购。
借款人所经营的企业生产情况稳定，服装销售良好，还款来源有保障。","171天","8.50",\N,\N,"海宁皮革城担保有限公司",\N,"先息后本（按月付息）",\N,\N,\N,\N,\N,"",\N,\N,\N,\N,\N
"56625","",\N,"2016-02-05","嘉凯城商业NO.1-23","10000000",\N,"嘉凯城项目主要是为嘉凯城集团城镇化建设发展有限公司消费型城镇商业综合体项目提供便捷低成本的融资服务。
消费型城镇商业，是指位于城市中心最贴近老百姓生活的社区商业或一二线城市周边经济较发达的中心城镇结合部，以“邻里中心”、“形象街”、“特色商业街”、“休闲美食街”等形式存在的商业物业。倡导功能性、强调个性化特色和体验式消费，符合区域消费群体消费现状，满足需求，引导消费趋势，从而为物业持有者创造、提升商业价值，打造最具价值的城镇区域中心。
该项目是嘉凯城集团股份有限公司顺应国家政策，实施战略转型的重要一步。项目团队拥有丰富的开发、招商、运营管理经验及行业资深背景，以及强大的行业供应链资源支撑，项目前景广阔，还款来源有保障。","169天","9.00",\N,\N,"嘉凯城集团股份有限公司",\N,"一次还本付息",\N,\N,\N,\N,\N,"城镇规划及设计，城镇基础设施及公共配套设",\N,\N,\N,\N,\N
"56626","",\N,"2016-02-05","嘉凯城商业NO.1-22","10000000",\N,"嘉凯城项目主要是为嘉凯城集团城镇化建设发展有限公司消费型城镇商业综合体项目提供便捷低成本的融资服务。
消费型城镇商业，是指位于城市中心最贴近老百姓生活的社区商业或一二线城市周边经济较发达的中心城镇结合部，以“邻里中心”、“形象街”、“特色商业街”、“休闲美食街”等形式存在的商业物业。倡导功能性、强调个性化特色和体验式消费，符合区域消费群体消费现状，满足需求，引导消费趋势，从而为物业持有者创造、提升商业价值，打造最具价值的城镇区域中心。
该项目是嘉凯城集团股份有限公司顺应国家政策，实施战略转型的重要一步。项目团队拥有丰富的开发、招商、运营管理经验及行业资深背景，以及强大的行业供应链资源支撑，项目前景广阔，还款来源有保障。","171天","9.00",\N,\N,"嘉凯城集团股份有限公司",\N,"一次还本付息",\N,\N,\N,\N,\N,"城镇规划及设计，城镇基础设施及公共配套设",\N,\N,\N,\N,\N
"56627","",\N,"2015-09-13","海宁皮城商圈NO.138","4000000",\N,"海宁皮城商户一般在采购原料、缴纳商铺租金等情况下资金较为紧张。
海宁皮城商圈类项目主要为海宁皮城商圈内信用良好、经营业绩可观的中小商户提供原料采购款和补充经营流动资金。
借款人的企业主要从事皮毛染色和水貂原料的销售，在本平台融资400万元主要用于补充经营流动资金。借款人的企业生产销售状况良好，还款来源有保障。","2个月","7.50",\N,\N,"海宁皮革城担保有限公司",\N,"先息后本（按月付息）",\N,\N,\N,\N,\N,"",\N,\N,\N,\N,\N
"56628","",\N,"2015-09-13","海宁皮城商圈NO.137","5000000",\N,"海宁皮城商户一般在采购原料、缴纳商铺租金等情况下资金较为紧张。
海宁皮城商圈类项目主要为海宁皮城商圈内信用良好、经营业绩可观的中小商户提供原料采购款和补充经营流动资金。
借款人的企业主要从事裘皮服装和皮装的生产销售，在本平台融资500万元主要用于补充经营流动资金。借款人的企业生产销售状况良好，还款来源有保障。","4个月","7.60",\N,\N,"海宁皮革城担保有限公司",\N,"先息后本（按月付息）",\N,\N,\N,\N,\N,"",\N,\N,\N,\N,\N
"56629","",\N,"2015-09-14","荣年租赁NO.8","5000000",\N,"本项目是平台55与优质融资租赁公司荣年租赁合作的债权转让项目。
本债权由16家与荣年租赁有业务往来的经编纺织企业组成。这些企业经营状况良好，负债合理，生产销售稳定，信用良好。
债权转让方荣年融资租赁（中国）有限公司在业务往来中处于主导地位，对这些企业的经营状况了解，风险可控。","175天","7.60",\N,\N,"2015-08-14",\N,"先息后本（按月付息）",\N,\N,\N,\N,\N,"融资租赁业务",\N,\N,\N,\N,\N
