id,RELEASETIME,FULLTIME,REPAYTIME,ITEM_NAME,ITEM_AMOUNT,ITEM_STATUS,ITEM_INTRODUCTION,LIFE_LOAN,MONEY_RATE,LOAN_TYPE,LOAN_USE,BONDING_COMPANY,DEADLINE,REPAYTYPE,BORROWER_NAME,BORROWER_SEX,BORROWER_AGE,BORROWER_EDUCATION,BORROWER_MARRIAGE,BORROWER_INDUSTRY,BORROWER_CITY,BORROWER_INCOME,BORROWER_HOUSE,BORROWER_CAR,REWARD
"64376",\N,"00天23时59分31秒",\N,"资金周转5天_1508240926","30,000.00",\N,\N,"5天","7.3",\N,\N,\N,\N,"一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"64377",\N,"00天23时59分22秒",\N,"V 5信誉标！ 上午9:30分还，最迟晚上10点前还清!","20,000.00",\N,\N,"5天","7.3",\N,\N,\N,\N,"一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"64378",\N,"00天23时59分17秒",\N,"上午11点之前就还，从未食言，诚信第一","20,000.00",\N,\N,"5天","7.3",\N,\N,\N,\N,"一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"64379",\N,"已结束",\N,"资金周转1个月_1508240926","20,000.00",\N,\N,"1个月","10.82",\N,\N,\N,\N,"按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"64380",\N,"00天23时59分00秒",\N,"白天还款，放心投标","10,000.00",\N,\N,"5天","7.3",\N,\N,\N,\N,"一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"64381",\N,"01天23时58分50秒",\N,"资金周转5天_1508240926","2,500.00",\N,\N,"5天","7.3",\N,\N,\N,\N,"一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"64382",\N,"00天23时58分29秒",\N,"下午5点前还，只会提前！","22,700.00",\N,\N,"5天","7.3",\N,\N,\N,\N,"一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"64383",\N,"01天23时58分17秒",\N,"1个月_1508240925","6,200.00",\N,\N,"1个月","10.82",\N,\N,\N,\N,"按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"64384",\N,"01天23时58分09秒",\N,"资金周转5天_1508240925","10,000.00",\N,\N,"5天","7.3",\N,\N,\N,\N,"一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"64385",\N,"01天23时57分58秒",\N,"资金周转1个月_1508240925","50,000.00",\N,\N,"1个月","10.78",\N,\N,\N,\N,"按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"64386",\N,"01天23时57分31秒",\N,"资金周转1个月_1508240925","20,000.00",\N,\N,"1个月","10.82",\N,\N,\N,\N,"按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"64387",\N,"已结束",\N,"资金周转1个月_1508240925","80,000.00",\N,\N,"1个月","10.83",\N,\N,\N,\N,"按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"64388",\N,"00天23时57分16秒",\N,"资金周转5天_1508240925","30,000.00",\N,\N,"5天","7.3",\N,\N,\N,\N,"一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"64389",\N,"01天23时57分13秒",\N,"资金周转5天_1508240925","10,000.00",\N,\N,"5天","7.3",\N,\N,\N,\N,"一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"64390",\N,"01天23时56分57秒",\N,"早上8点30分之前还款.最迟白天还！","20,000.00",\N,\N,"5天","7.3",\N,\N,\N,\N,"一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"64391",\N,"01天23时56分51秒",\N,"上午12点前还 懒大哈天标没有最迟","30,000.00",\N,\N,"5天","7.3",\N,\N,\N,\N,"一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"64392",\N,"01天23时56分46秒",\N,"V5信誉，早借早还","5,000.00",\N,\N,"5天","7.3",\N,\N,\N,\N,"一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"64393",\N,"01天23时56分42秒",\N,"资金周转1个月_1508240925","5,000.00",\N,\N,"1个月","10.01",\N,\N,\N,\N,"按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"64394",\N,"01天23时56分32秒",\N,"V5信誉，早借早还","10,000.00",\N,\N,"5天","7.3",\N,\N,\N,\N,"一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
