id,RELEASETIME,FULLTIME,REPAYTIME,ITEM_NAME,ITEM_AMOUNT,ITEM_STATUS,ITEM_INTRODUCTION,LIFE_LOAN,MONEY_RATE,LOAN_TYPE,LOAN_USE,BONDING_COMPANY,DEADLINE,REPAYTYPE,BORROWER_NAME,BORROWER_SEX,BORROWER_AGE,BORROWER_EDUCATION,BORROWER_MARRIAGE,BORROWER_INDUSTRY,BORROWER_CITY,BORROWER_INCOME,BORROWER_HOUSE,BORROWER_CAR,REWARD
"61070","2015-08-20",\N,\N,"策诚月盈（项目编号：000678）","200000.00",\N,\N,"1个月","7.00",\N,\N,\N,\N,"到期还本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"61071","2015-08-05",\N,\N,"双季满盈（项目编号：000121）","500000.00",\N,\N,"6个月","9.00",\N,\N,\N,\N,"到期还本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"61072","2015-08-06",\N,\N,"单季满盈（项目编号：000133）","500000.00",\N,\N,"3个月","8.00",\N,\N,\N,\N,"到期还本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"61073","2015-08-11",\N,\N,"策诚久久盈（项目编号：000137）","500000.00",\N,\N,"18个月","13.00",\N,\N,\N,\N,"到期还本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"61074","2015-08-11",\N,\N,"策诚年年盈（项目编号：000138）","500000.00",\N,\N,"24个月","13.25",\N,\N,\N,\N,"到期还本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"61075","2015-08-14",\N,\N,"双季满盈（项目编号：000661）","500000.00",\N,\N,"6个月","9.00",\N,\N,\N,\N,"到期还本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"61076","2015-08-14",\N,\N,"单季满盈（项目编号：000663）","500000.00",\N,\N,"3个月","8.00",\N,\N,\N,\N,"到期还本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"61077","2015-08-14",\N,\N,"单季满盈（项目编号：000665）","1000000.00",\N,\N,"3个月","8.00",\N,\N,\N,\N,"到期还本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"61078","2015-08-19",\N,\N,"双季满盈（项目编号：000675）","500000.00",\N,\N,"6个月","9.00",\N,\N,\N,\N,"到期还本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"61079","2015-08-19",\N,\N,"单季满盈（项目编号：000677）","500000.00",\N,\N,"3个月","8.00",\N,\N,\N,\N,"到期还本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"61080","2015-07-31",\N,\N,"单季满盈（项目编号：000101）","500000.00",\N,\N,"3个月","8.00",\N,\N,\N,\N,"到期还本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"61081","2015-08-17",\N,\N,"单季满盈（项目编号：000671）","500000.00",\N,\N,"3个月","8.00",\N,\N,\N,\N,"到期还本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"61082","2015-07-21",\N,\N,"单季满盈（项目编号：000066）","500000.00",\N,\N,"3个月","8.00",\N,\N,\N,\N,"到期还本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"61083","2015-06-17",\N,\N,"双季满盈（项目编号：000045）","1000000.00",\N,\N,"6个月","9.00",\N,\N,\N,\N,"到期还本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"61084","2015-07-02",\N,\N,"策诚月盈（项目编号：000047）","500000.00",\N,\N,"1个月","7.00",\N,\N,\N,\N,"到期还本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"61085","2015-08-14",\N,\N,"策诚月盈（项目编号：000662）","1000000.00",\N,\N,"1个月","7.00",\N,\N,\N,\N,"到期还本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"61086","2015-07-10",\N,\N,"策诚月盈（项目编号：000049）","500000.00",\N,\N,"1个月","7.00",\N,\N,\N,\N,"到期还本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"61087","2015-08-14",\N,\N,"策诚月盈（项目编号：000660）","500000.00",\N,\N,"1个月","7.00",\N,\N,\N,\N,"到期还本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"61088","2015-08-11",\N,\N,"策诚年盈（项目编号：000141）","500000.00",\N,\N,"12个月","12.00",\N,\N,\N,\N,"到期还本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"61089","2015-08-11",\N,\N,"单季满盈（项目编号：000140）","1000000.00",\N,\N,"3个月","8.00",\N,\N,\N,\N,"到期还本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"61090","2015-08-14",\N,\N,"策诚月盈（项目编号：000664）","500000.00",\N,\N,"1个月","7.00",\N,\N,\N,\N,"到期还本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"61091","2015-06-17",\N,\N,"策诚年盈（项目编号：000046）","1000000.00",\N,\N,"12个月","12.60",\N,\N,\N,\N,"到期还本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"61092","2015-08-14",\N,\N,"策诚年盈（项目编号：000666）","500000.00",\N,\N,"12个月","12.60",\N,\N,\N,\N,"到期还本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"61093","2015-08-14",\N,\N,"策诚月盈（项目编号：000667）","500000.00",\N,\N,"1个月","7.00",\N,\N,\N,\N,"到期还本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"61094","2015-08-17",\N,\N,"策诚年盈（项目编号：000669）","500000.00",\N,\N,"12个月","12.00",\N,\N,\N,\N,"到期还本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"61095","2015-07-17",\N,\N,"策诚月盈（项目编号：000051）","500000.00",\N,\N,"1个月","7.00",\N,\N,\N,\N,"到期还本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"61096","2015-08-18",\N,\N,"策诚月盈（项目编号：000672）","500000.00",\N,\N,"1个月","7.00",\N,\N,\N,\N,"到期还本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"61097","2015-08-18",\N,\N,"单季满盈（项目编号：000673）","500000.00",\N,\N,"3个月","8.00",\N,\N,\N,\N,"到期还本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"61098","2015-08-19",\N,\N,"策诚月盈（项目编号：000676）","500000.00",\N,\N,"1个月","7.00",\N,\N,\N,\N,"到期还本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"61099","2015-06-17",\N,\N,"单季满盈（项目编号：000044）","1000000.00",\N,\N,"3个月","8.00",\N,\N,\N,\N,"到期还本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"61100","2015-07-22",\N,\N,"单季满盈（项目编号：000073）","500000.00",\N,\N,"3个月","8.00",\N,\N,\N,\N,"到期还本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"61101","2015-07-21",\N,\N,"策诚月盈（项目编号：000054）","500000.00",\N,\N,"1个月","7.00",\N,\N,\N,\N,"到期还本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"61102","2015-08-07",\N,\N,"策诚月盈（项目编号：000136）","500000.00",\N,\N,"1个月","7.00",\N,\N,\N,\N,"到期还本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"61103","2015-07-23",\N,\N,"策诚年盈（项目编号：000075）","1000000.00",\N,\N,"12个月","12.00",\N,\N,\N,\N,"到期还本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"61104","2015-07-23",\N,\N,"单季满盈（项目编号：000081）","1000000.00",\N,\N,"3个月","8.00",\N,\N,\N,\N,"到期还本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"61105","2015-07-24",\N,\N,"策诚月盈（项目编号：000082）","500000.00",\N,\N,"1个月","7.00",\N,\N,\N,\N,"到期还本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"61106","2015-07-27",\N,\N,"策诚月盈（项目编号：000088）","500000.00",\N,\N,"1个月","7.00",\N,\N,\N,\N,"到期还本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"61107","2015-07-28",\N,\N,"策诚月盈（项目编号：000094）","200000.00",\N,\N,"1个月","7.00",\N,\N,\N,\N,"到期还本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"61108","2015-07-29",\N,\N,"策诚月盈（项目编号：000099）","500000.00",\N,\N,"1个月","7.00",\N,\N,\N,\N,"到期还本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"61109","2015-07-29",\N,\N,"策诚月盈（项目编号：000100）","500000.00",\N,\N,"1个月","7.00",\N,\N,\N,\N,"到期还本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"61110","2015-07-22",\N,\N,"单季满盈（项目编号：000071）","500000.00",\N,\N,"3个月","8.00",\N,\N,\N,\N,"到期还本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"61111","2015-07-31",\N,\N,"策诚月盈（项目编号：000106）","500000.00",\N,\N,"1个月","7.00",\N,\N,\N,\N,"到期还本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"61112","2015-08-03",\N,\N,"策诚年盈（项目编号：000109）","500000.00",\N,\N,"12个月","12.00",\N,\N,\N,\N,"到期还本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"61113","2015-08-03",\N,\N,"策诚月盈（项目编号：000110）","500000.00",\N,\N,"1个月","7.00",\N,\N,\N,\N,"到期还本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"61114","2015-08-03",\N,\N,"单季满盈（项目编号：000113）","500000.00",\N,\N,"3个月","8.00",\N,\N,\N,\N,"到期还本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"61115","2015-08-04",\N,\N,"策诚月盈（项目编号：000118）","500000.00",\N,\N,"1个月","7.00",\N,\N,\N,\N,"到期还本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"61116","2015-07-21",\N,\N,"单季满盈（项目编号：000067）","500000.00",\N,\N,"3个月","8.00",\N,\N,\N,\N,"到期还本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"61117","2015-08-05",\N,\N,"策诚月盈（项目编号：000122）","500000.00",\N,\N,"1个月","7.00",\N,\N,\N,\N,"到期还本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"61118","2015-08-06",\N,\N,"策诚月盈（项目编号：000127）","500000.00",\N,\N,"1个月","7.00",\N,\N,\N,\N,"到期还本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"61119","2015-08-06",\N,\N,"策诚月盈（项目编号：000134）","500000.00",\N,\N,"1个月","7.00",\N,\N,\N,\N,"到期还本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"61120","2015-06-17",\N,\N,"策诚月盈（项目编号：000043）","1000000.00",\N,\N,"1个月","7.00",\N,\N,\N,\N,"到期还本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"61121","2015-08-19",\N,\N,"扩大经营（项目编号：021327）","35616.00",\N,\N,"12","12.00",\N,\N,\N,\N,"等额本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"61122","2015-08-19",\N,\N,"场地扩建（项目编号：021326）","35400.00",\N,\N,"12","12.00",\N,\N,\N,\N,"等额本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"61123","2015-08-19",\N,\N,"装修房子（项目编号：021325）","34788.00",\N,\N,"12","12.00",\N,\N,\N,\N,"等额本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"61124","2015-08-19",\N,\N,"扩大经营（项目编号：021324）","35616.00",\N,\N,"12","12.00",\N,\N,\N,\N,"等额本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"61125","2015-08-18",\N,\N,"资金周转（项目编号：021323）","35400.00",\N,\N,"12","12.00",\N,\N,\N,\N,"等额本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"61126","2015-08-18",\N,\N,"进货（项目编号：021322）","23744.00",\N,\N,"12","12.00",\N,\N,\N,\N,"等额本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"61127","2015-08-18",\N,\N,"资金周转（项目编号：021321）","33000.00",\N,\N,"1","7.20",\N,\N,\N,\N,"等额本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"61128","2015-08-18",\N,\N,"扩大经营（项目编号：021320）","47488.00",\N,\N,"12","12.00",\N,\N,\N,\N,"等额本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"61129","2015-08-18",\N,\N,"扩大店面（项目编号：021319）","35616.00",\N,\N,"12","12.00",\N,\N,\N,\N,"等额本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"61130","2015-08-18",\N,\N,"扩大经营（项目编号：021285）","59360.00",\N,\N,"12","12.00",\N,\N,\N,\N,"等额本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"61131","2015-08-18",\N,\N,"家装修（项目编号：021284）","35400.00",\N,\N,"12","12.00",\N,\N,\N,\N,"等额本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"61132","2015-08-18",\N,\N,"进货（项目编号：021184）","47488.00",\N,\N,"12","12.00",\N,\N,\N,\N,"等额本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"61133","2015-08-18",\N,\N,"种子备货（项目编号：021102）","35616.00",\N,\N,"12","12.00",\N,\N,\N,\N,"等额本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"61134","2015-08-17",\N,\N,"进货（项目编号：021101）","35616.00",\N,\N,"12","12.00",\N,\N,\N,\N,"等额本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"61135","2015-08-15",\N,\N,"扩大经营（项目编号：021028）","47488.00",\N,\N,"12","12.00",\N,\N,\N,\N,"等额本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"61136","2015-08-14",\N,\N,"粮食收购（项目编号：021027）","35616.00",\N,\N,"12","12.00",\N,\N,\N,\N,"等额本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"61137","2015-08-13",\N,\N,"扩大经营（项目编号：021023）","35400.00",\N,\N,"12","12.00",\N,\N,\N,\N,"等额本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"61138","2015-08-08",\N,\N,"装修房子（项目编号：020879）","35400.00",\N,\N,"12","12.00",\N,\N,\N,\N,"等额本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"61139","2015-08-10",\N,\N,"购买家具（项目编号：021022）","35400.00",\N,\N,"12","12.00",\N,\N,\N,\N,"等额本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"61140","2015-08-08",\N,\N,"公司资金周转（项目编号：020880）","35616.00",\N,\N,"12","12.00",\N,\N,\N,\N,"等额本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"61141","2015-08-08",\N,\N,"资金周转（项目编号：020616）","60000.00",\N,\N,"1","7.20",\N,\N,\N,\N,"等额本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"61142","2015-08-07",\N,\N,"进货（项目编号：020732）","47488.00",\N,\N,"12","12.00",\N,\N,\N,\N,"等额本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"61143","2015-07-25",\N,\N,"房屋维修（项目编号：020433）","35400.00",\N,\N,"12","12.00",\N,\N,\N,\N,"等额本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"61144","2015-08-06",\N,\N,"扩大经营（项目编号：020786）","35616.00",\N,\N,"12","12.00",\N,\N,\N,\N,"等额本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"61145","2015-08-04",\N,\N,"扩大经营（项目编号：020921）","47488.00",\N,\N,"12","12.00",\N,\N,\N,\N,"等额本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"61146","2015-08-03",\N,\N,"扩大经营（项目编号：020461）","35616.00",\N,\N,"12","12.00",\N,\N,\N,\N,"等额本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
