id,RELEASETIME,FULLTIME,REPAYTIME,ITEM_NAME,ITEM_AMOUNT,ITEM_STATUS,ITEM_INTRODUCTION,LIFE_LOAN,MONEY_RATE,LOAN_TYPE,LOAN_USE,BONDING_COMPANY,DEADLINE,REPAYTYPE,BORROWER_NAME,BORROWER_SEX,BORROWER_AGE,BORROWER_EDUCATION,BORROWER_MARRIAGE,BORROWER_INDUSTRY,BORROWER_CITY,BORROWER_INCOME,BORROWER_HOUSE,BORROWER_CAR,REWARD
"19593",\N,\N,"2016-08-25","新三板-国内首家碳化硅技术拥有企业-002","5000000",\N,\N,"371天","15",\N,\N,\N,\N,"按月付息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,""
"19594",\N,\N,"2016-03-13","大型实力企业矿产原料采购-保理项目-001","5000000",\N,\N,"206天","13",\N,\N,\N,\N,"按月付息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,""
"19595",\N,\N,"2016-08-17","新三板-国内首家碳化硅技术拥有企业-001","5000000",\N,\N,"363天","15",\N,\N,\N,\N,"按月付息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,""
"19596",\N,\N,"2016-05-17","优质小微商户银行补贷-155","200000",\N,\N,"271天","14",\N,\N,\N,\N,"按月付息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,""
"19597",\N,\N,"2016-08-13","昆明缘春珠宝商品采购","5000000",\N,\N,"359天","15",\N,\N,\N,\N,"按月付息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,""
"19598",\N,\N,"2016-08-20","纺织业新锐企业设备回租-融资租赁项目-002（最后一期）","6000000",\N,\N,"366天","15",\N,\N,\N,\N,"按月付息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,""
"19599",\N,\N,"2016-08-10","纺织业新锐企业设备回租-融资租赁项目-001","6000000",\N,\N,"356天","15",\N,\N,\N,\N,"按月付息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,""
"19600",\N,\N,"2015-11-18","优质小微商户银行补贷-153（新手专享-016）","400000",\N,\N,"90天","12.5",\N,\N,\N,\N,"按月付息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,""
"19601",\N,\N,"2016-01-10","中源房易贷-002（新手专享-015）","500000",\N,\N,"143天","13.5",\N,\N,\N,\N,"按月付息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,""
"19602",\N,\N,"2016-08-10","昆明轩逸珠宝商品采购","5000000",\N,\N,"356天","15",\N,\N,\N,\N,"按月付息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,""
"19603",\N,\N,"2016-01-29","世界500强隶属企业物料采购-保理项目-002","5000000",\N,\N,"162天","13",\N,\N,\N,\N,"按月付息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,""
"19604",\N,\N,"2016-08-12","新三板-新材料领军企业-003（最后一期）","5000000",\N,\N,"358天","15",\N,\N,\N,\N,"按月付息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,""
"19605",\N,\N,"2016-08-05","新三板-新材料领军企业-002","5000000",\N,\N,"351天","15",\N,\N,\N,\N,"按月付息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,""
"19606",\N,\N,"2016-02-05","实力企业原材料采购-保理项目-003（最后一期）","5000000",\N,\N,"169天","13",\N,\N,\N,\N,"按月付息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,""
"19607",\N,\N,"2016-08-15","大型基建企业设备回租-融资租赁项目-002（最后一期）","5000000",\N,\N,"361天","15",\N,\N,\N,\N,"按月付息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,""
"19608",\N,\N,"2016-07-29","新三板-新材料领军企业-001","5000000",\N,\N,"344天","15",\N,\N,\N,\N,"按月付息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,""
"19609",\N,\N,"2015-11-10","优质小微商户银行补贷-152","200000",\N,\N,"82天","12",\N,\N,\N,\N,"按月付息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,""
"19610",\N,\N,"2016-07-31","大型基建企业设备回租-融资租赁项目-001","5000000",\N,\N,"346天","15",\N,\N,\N,\N,"按月付息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,""
